Entity,Code,Year,Population by broad age group - Sex: all - Age: 65+ - Variant: estimates,Population by broad age group - Sex: all - Age: 25-64 - Variant: estimates,Population by broad age group - Sex: all - Age: 15-24 - Variant: estimates,Population by broad age group - Sex: all - Age: 5-14 - Variant: estimates,Population by broad age group - Sex: all - Age: 0-4 - Variant: estimates
Benin,BEN,1988,185246,1528268,919213,1302712,896189
Benin,BEN,1989,188016,1575817,946874,1347260,921716
Benin,BEN,1990,190909,1626075,975450,1393533,947462
Benin,BEN,1991,193901,1678565,1005037,1441338,974214
Benin,BEN,1992,196973,1732992,1035900,1490696,1001220
Benin,BEN,1993,202062,1833466,1091379,1545784,1033497
Benin,BEN,1994,206209,1914717,1133307,1598925,1070243
Benin,BEN,1995,208145,1942317,1146457,1646591,1103002
Benin,BEN,1996,211276,1989100,1174640,1696594,1132250
Benin,BEN,1997,215284,2049387,1212597,1748184,1161574
Benin,BEN,1998,219803,2116497,1255264,1801635,1190980
Benin,BEN,1999,224616,2186712,1300412,1861080,1215776
Benin,BEN,2000,229663,2259262,1347494,1922392,1239211
Benin,BEN,2001,234901,2334000,1396129,1980018,1266995
Benin,BEN,2002,240285,2410953,1446210,2036685,1297654
Benin,BEN,2003,245941,2490137,1497784,2093259,1332090
Benin,BEN,2004,252091,2572355,1549468,2150767,1369877
Benin,BEN,2005,259095,2665873,1604221,2209526,1410705
Benin,BEN,2006,266444,2758988,1655576,2267896,1453731
Benin,BEN,2007,274034,2847799,1702429,2327292,1496207
Benin,BEN,2008,282439,2944179,1753530,2390407,1535917
Benin,BEN,2009,291297,3044474,1810890,2452252,1573601
Benin,BEN,2010,300450,3148517,1870235,2514996,1611518
Benin,BEN,2011,309595,3256395,1926167,2584745,1649483
Benin,BEN,2012,318204,3367840,1980960,2657753,1689330
Benin,BEN,2013,325802,3482770,2035167,2731140,1733851
Benin,BEN,2014,331273,3603752,2090927,2805681,1783212
Benin,BEN,2015,338026,3728271,2147927,2882558,1836009
Benin,BEN,2016,347681,3854268,2205026,2962031,1891085
Benin,BEN,2017,357779,3983960,2264012,3043967,1947068
Benin,BEN,2018,368472,4117379,2326084,3127733,2001020
Benin,BEN,2019,379818,4258836,2386916,3214293,2050580
Benin,BEN,2020,390530,4403808,2448569,3304495,2095719
Benin,BEN,2021,399839,4546362,2516881,3397149,2136670
Bermuda,BMU,1950,2121,16561,6373,7309,4804
Bermuda,BMU,1951,2103,16726,6431,7448,4859
Bermuda,BMU,1952,2089,16887,6499,7591,4868
Bermuda,BMU,1953,2083,17053,6571,7721,4889
Bermuda,BMU,1954,2085,17248,6632,7846,4920
Bermuda,BMU,1955,2095,17467,6668,7990,4938
Bermuda,BMU,1956,2129,17733,6678,8143,4973
Bermuda,BMU,1957,2177,18048,6657,8301,5037
Bermuda,BMU,1958,2226,18400,6625,8459,5111
Bermuda,BMU,1959,2286,18764,6589,8615,5172
Bermuda,BMU,1960,2339,19135,6581,8784,5209
Bermuda,BMU,1961,2393,19552,6759,8983,5222
Bermuda,BMU,1962,2442,19986,7129,9165,5224
Bermuda,BMU,1963,2491,20405,7555,9302,5225
Bermuda,BMU,1964,2550,20827,7976,9432,5236
Bermuda,BMU,1965,2631,21279,8357,9580,5248
Bermuda,BMU,1966,2718,21782,8658,9760,5236
Bermuda,BMU,1967,2810,22350,8856,9968,5178
Bermuda,BMU,1968,2924,23018,8961,10192,5073
Bermuda,BMU,1969,3072,23766,8981,10406,4933
Bermuda,BMU,1970,3224,24531,8955,10562,4765
Bermuda,BMU,1971,3364,25039,9000,10543,4614
Bermuda,BMU,1972,3478,25276,9154,10353,4505
Bermuda,BMU,1973,3579,25492,9361,10093,4421
Bermuda,BMU,1974,3679,25703,9584,9806,4350
Bermuda,BMU,1975,3786,25927,9777,9516,4270
Bermuda,BMU,1976,3897,26172,9902,9264,4158
Bermuda,BMU,1977,4008,26454,9935,9035,4025
Bermuda,BMU,1978,4112,26803,9871,8796,3903
Bermuda,BMU,1979,4223,27210,9709,8554,3782
Bermuda,BMU,1980,4332,27639,9574,8344,3694
Bermuda,BMU,1981,4444,28047,9586,8182,3671
Bermuda,BMU,1982,4540,28448,9657,8029,3688
Bermuda,BMU,1983,4617,28870,9703,7861,3732
Bermuda,BMU,1984,4699,29314,9722,7679,3803
Bermuda,BMU,1985,4781,29787,9695,7489,3880
Bermuda,BMU,1986,4847,30292,9616,7329,3930
Bermuda,BMU,1987,4915,30859,9445,7214,3955
Bermuda,BMU,1988,4979,31495,9159,7151,3974
Bermuda,BMU,1989,5050,32165,8796,7138,3984
Bermuda,BMU,1990,5122,32799,8411,7166,3992
Bermuda,BMU,1991,5214,33329,8106,7220,4028
Bermuda,BMU,1992,5321,33726,7921,7287,4089
Bermuda,BMU,1993,5424,34045,7791,7363,4140
Bermuda,BMU,1994,5538,34347,7653,7438,4162
Bermuda,BMU,1995,5649,34695,7474,7514,4154
Bermuda,BMU,1996,5781,35100,7265,7603,4108
Bermuda,BMU,1997,5951,35501,7072,7681,4043
Bermuda,BMU,1998,6143,35860,6923,7711,3987
Bermuda,BMU,1999,6340,36185,6824,7696,3959
Bermuda,BMU,2000,6532,36410,6838,7659,3951
Bermuda,BMU,2001,6742,36521,6978,7603,3941
Bermuda,BMU,2002,6956,36596,7150,7534,3920
Bermuda,BMU,2003,7169,36691,7286,7462,3882
Bermuda,BMU,2004,7379,36813,7354,7395,3818
Bermuda,BMU,2005,7566,37008,7355,7313,3738
Bermuda,BMU,2006,7690,37244,7302,7215,3645
Bermuda,BMU,2007,7821,37494,7197,7114,3555
Bermuda,BMU,2008,8000,37706,7048,7005,3518
Bermuda,BMU,2009,8197,37880,6896,6879,3523
Bermuda,BMU,2010,8455,37931,6780,6763,3537
Bermuda,BMU,2011,8801,37847,6699,6669,3538
Bermuda,BMU,2012,9167,37729,6595,6600,3490
Bermuda,BMU,2013,9519,37607,6461,6563,3377
Bermuda,BMU,2014,9823,37475,6325,6521,3231
Bermuda,BMU,2015,10100,37323,6199,6450,3093
Bermuda,BMU,2016,10434,37113,6137,6392,3014
Bermuda,BMU,2017,10861,36845,6174,6413,3002
Bermuda,BMU,2018,11309,36512,6292,6497,2981
Bermuda,BMU,2019,11736,36130,6437,6589,2941
Bermuda,BMU,2020,12186,35720,6580,6671,2894
Bermuda,BMU,2021,12643,35275,6728,6746,2821
Bhutan,BTN,1950,4459,61239,33887,45769,31026
Bhutan,BTN,1951,4513,62856,34874,47002,30599
Bhutan,BTN,1952,4569,64572,35881,48256,30280
Bhutan,BTN,1953,4629,66389,36895,49305,30272
Bhutan,BTN,1954,4702,68310,37896,50211,30537
Bhutan,BTN,1955,4778,70329,38882,50910,31129
Bhutan,BTN,1956,4857,72452,39885,51362,32062
Bhutan,BTN,1957,4948,74685,40910,51854,33043
Bhutan,BTN,1958,5048,77009,41981,52375,34067
Bhutan,BTN,1959,5150,79429,43115,52931,35130
Bhutan,BTN,1960,5265,81938,44318,53514,36242
Bhutan,BTN,1961,5388,84562,45585,54136,37412
Bhutan,BTN,1962,5530,87446,46955,54847,38656
Bhutan,BTN,1963,5688,90550,48187,55868,39989
Bhutan,BTN,1964,5852,93751,49271,57168,41410
Bhutan,BTN,1965,6027,97091,50165,58825,42916
Bhutan,BTN,1966,6214,100583,50832,60866,44491
Bhutan,BTN,1967,6416,104239,51533,63030,46127
Bhutan,BTN,1968,6632,108079,52268,65327,47805
Bhutan,BTN,1969,6868,112117,53038,67763,49524
Bhutan,BTN,1970,7118,116341,53828,70341,51279
Bhutan,BTN,1971,7389,120707,54628,73060,53066
Bhutan,BTN,1972,7670,125177,55492,75913,54890
Bhutan,BTN,1973,7970,129544,56623,78913,56757
Bhutan,BTN,1974,8294,133857,58001,82043,58651
Bhutan,BTN,1975,8638,138042,59707,85304,60589
Bhutan,BTN,1976,8998,142095,61769,88679,62590
Bhutan,BTN,1977,9381,146253,63947,92164,64653
Bhutan,BTN,1978,9786,150539,66247,95749,66761
Bhutan,BTN,1979,10218,154881,68651,99408,68909
Bhutan,BTN,1980,10674,159243,71138,103148,71063
Bhutan,BTN,1981,11150,163610,73712,106989,73188
Bhutan,BTN,1982,11651,167990,76381,110928,75267
Bhutan,BTN,1983,12176,172427,79184,114960,77295
Bhutan,BTN,1984,12731,176961,82141,119076,79270
Bhutan,BTN,1985,13314,181562,85221,123258,81176
Bhutan,BTN,1986,13935,186274,88417,127481,83051
Bhutan,BTN,1987,14588,191089,91733,131736,84887
Bhutan,BTN,1988,15277,196000,95136,135994,86650
Bhutan,BTN,1989,16005,201028,98610,140248,88326
Bhutan,BTN,1990,16747,205688,101922,144312,89780
Bhutan,BTN,1991,17388,208526,104383,147146,90276
Bhutan,BTN,1992,17105,200143,101265,141829,85614
Bhutan,BTN,1993,16722,190726,97605,135494,80293
Bhutan,BTN,1994,17150,190892,98710,135643,78873
Bhutan,BTN,1995,17788,193431,101004,137186,78126
Bhutan,BTN,1996,18595,197597,104093,139537,77678
Bhutan,BTN,1997,19427,201858,107180,141567,76841
Bhutan,BTN,1998,20331,206839,110546,143603,75834
Bhutan,BTN,1999,21633,212622,115343,146692,74712
Bhutan,BTN,2000,23290,218815,121445,150212,73448
Bhutan,BTN,2001,24981,225553,127785,152790,72134
Bhutan,BTN,2002,26688,232992,134192,154377,70806
Bhutan,BTN,2003,28387,241291,140499,154832,69626
Bhutan,BTN,2004,30036,250564,146642,154179,68574
Bhutan,BTN,2005,31409,259913,151402,152662,67946
Bhutan,BTN,2006,32399,268316,154048,150510,68000
Bhutan,BTN,2007,33281,276237,155861,148025,68220
Bhutan,BTN,2008,34218,284203,157546,145683,68091
Bhutan,BTN,2009,35219,292194,158917,143830,67522
Bhutan,BTN,2010,36281,300252,159884,142506,66600
Bhutan,BTN,2011,37387,308462,160363,141510,65616
Bhutan,BTN,2012,38520,316957,160152,140620,64905
Bhutan,BTN,2013,39677,325855,159118,139808,64440
Bhutan,BTN,2014,40890,335162,157452,138977,63881
Bhutan,BTN,2015,42192,344733,155477,138076,62806
Bhutan,BTN,2016,43587,354398,153391,137122,61266
Bhutan,BTN,2017,44492,365155,151248,135813,59422
Bhutan,BTN,2018,44967,376762,149197,134007,57171
Bhutan,BTN,2019,45667,387842,147441,131804,54713
Bhutan,BTN,2020,46604,398248,145919,129141,52600
Bhutan,BTN,2021,47716,407969,144526,126496,50793
Bolivia,BOL,1950,188934,1120863,562244,720254,497552
Bolivia,BOL,1951,187393,1135942,569885,741205,502473
Bolivia,BOL,1952,186368,1152984,577043,762913,507632
Bolivia,BOL,1953,185738,1171834,584352,783504,515019
Bolivia,BOL,1954,185317,1191980,592923,801996,525336
Bolivia,BOL,1955,184985,1212978,603218,819908,536835
Bolivia,BOL,1956,184740,1234937,615111,837956,548827
Bolivia,BOL,1957,184544,1257775,628657,855576,561748
Bolivia,BOL,1958,184344,1281372,644098,872724,576131
Bolivia,BOL,1959,184049,1305653,661531,889413,591524
Bolivia,BOL,1960,183656,1330521,680686,905786,606871
Bolivia,BOL,1961,183153,1355998,701111,922289,622199
Bolivia,BOL,1962,182566,1382227,722095,939842,637413
Bolivia,BOL,1963,181994,1409341,741916,960701,651776
Bolivia,BOL,1964,181626,1437502,759674,985240,665432
Bolivia,BOL,1965,181556,1466938,776863,1011003,679154
Bolivia,BOL,1966,181802,1497826,794208,1037324,692912
Bolivia,BOL,1967,182370,1530336,811170,1064523,706874
Bolivia,BOL,1968,183258,1564686,827728,1092283,721292
Bolivia,BOL,1969,184521,1601071,843930,1120421,736164
Bolivia,BOL,1970,186156,1639380,859906,1148875,751379
Bolivia,BOL,1971,188182,1679341,876093,1177559,767098
Bolivia,BOL,1972,190567,1720297,893340,1206513,783092
Bolivia,BOL,1973,193317,1760733,913780,1235277,799143
Bolivia,BOL,1974,196465,1800062,937760,1263965,815513
Bolivia,BOL,1975,199917,1839791,962866,1293187,832022
Bolivia,BOL,1976,203701,1880498,988395,1322994,848773
Bolivia,BOL,1977,207892,1921874,1014673,1353318,866161
Bolivia,BOL,1978,212280,1964310,1041417,1384199,883933
Bolivia,BOL,1979,216555,2008004,1068338,1415859,901633
Bolivia,BOL,1980,220629,2052816,1095246,1448119,919282
Bolivia,BOL,1981,224513,2098688,1122051,1481130,936614
Bolivia,BOL,1982,228193,2145810,1148927,1515012,953175
Bolivia,BOL,1983,231794,2194839,1175600,1549382,969013
Bolivia,BOL,1984,235586,2245413,1202206,1584059,984660
Bolivia,BOL,1985,239796,2296667,1229376,1619057,1000738
Bolivia,BOL,1986,244321,2348832,1257233,1654176,1017428
Bolivia,BOL,1987,249137,2402161,1285763,1689292,1035079
Bolivia,BOL,1988,254425,2456694,1315060,1724360,1053537
Bolivia,BOL,1989,260394,2512133,1345269,1759421,1071930
Bolivia,BOL,1990,267063,2568296,1376104,1795005,1089727
Bolivia,BOL,1991,274469,2625281,1407750,1831092,1106304
Bolivia,BOL,1992,282646,2683185,1440317,1867511,1120758
Bolivia,BOL,1993,300158,2740934,1469060,1901849,1132493
Bolivia,BOL,1994,325637,2798705,1493664,1934429,1141293
Bolivia,BOL,1995,348988,2858084,1518658,1968207,1147534
Bolivia,BOL,1996,370219,2919558,1544403,2002611,1152582
Bolivia,BOL,1997,389572,2983406,1571103,2036911,1156635
Bolivia,BOL,1998,407208,3049867,1598918,2070465,1160472
Bolivia,BOL,1999,423123,3119264,1628281,2101958,1166431
Bolivia,BOL,2000,437610,3191301,1659808,2130620,1173317
Bolivia,BOL,2001,445072,3267301,1696338,2158561,1178815
Bolivia,BOL,2002,446456,3347798,1737799,2184583,1183955
Bolivia,BOL,2003,448597,3431413,1781046,2207014,1189316
Bolivia,BOL,2004,451584,3517735,1825457,2227957,1193549
Bolivia,BOL,2005,455534,3606738,1870599,2246616,1197908
Bolivia,BOL,2006,460433,3698664,1915674,2261964,1205928
Bolivia,BOL,2007,466278,3793288,1959634,2275379,1216576
Bolivia,BOL,2008,473206,3890483,2001639,2288498,1226767
Bolivia,BOL,2009,481381,3990892,2040392,2302200,1236457
Bolivia,BOL,2010,490726,4095016,2075166,2316715,1245654
Bolivia,BOL,2011,501023,4203216,2106504,2333148,1252358
Bolivia,BOL,2012,511753,4315948,2133737,2351485,1256774
Bolivia,BOL,2013,521895,4433802,2157383,2369468,1260804
Bolivia,BOL,2014,531200,4556389,2179527,2385658,1264217
Bolivia,BOL,2015,540744,4682068,2199366,2401270,1266642
Bolivia,BOL,2016,551202,4809920,2215935,2417827,1268132
Bolivia,BOL,2017,562386,4939048,2230577,2434553,1268971
Bolivia,BOL,2018,574338,5068100,2244842,2450320,1269306
Bolivia,BOL,2019,587233,5196134,2259557,2464837,1269557
Bolivia,BOL,2020,594235,5318116,2275619,2477852,1270347
Bolivia,BOL,2021,593121,5433026,2293954,2487439,1271934
Bonaire Sint Eustatius and Saba,BES,1950,998,3036,747,1248,987
Bonaire Sint Eustatius and Saba,BES,1951,956,2957,801,1332,987
Bonaire Sint Eustatius and Saba,BES,1952,931,2903,857,1408,992
Bonaire Sint Eustatius and Saba,BES,1953,914,2877,909,1478,1012
Bonaire Sint Eustatius and Saba,BES,1954,926,2948,921,1532,1075
Bonaire Sint Eustatius and Saba,BES,1955,929,2983,921,1600,1117
Bonaire Sint Eustatius and Saba,BES,1956,898,2906,941,1687,1105
Bonaire Sint Eustatius and Saba,BES,1957,870,2836,965,1771,1100
Bonaire Sint Eustatius and Saba,BES,1958,847,2770,1000,1847,1107
Bonaire Sint Eustatius and Saba,BES,1959,829,2698,1050,1905,1133
Bonaire Sint Eustatius and Saba,BES,1960,820,2666,1118,1945,1150
Bonaire Sint Eustatius and Saba,BES,1961,820,2692,1196,1972,1141
Bonaire Sint Eustatius and Saba,BES,1962,824,2741,1277,1986,1132
Bonaire Sint Eustatius and Saba,BES,1963,834,2799,1355,1998,1136
Bonaire Sint Eustatius and Saba,BES,1964,847,2865,1423,2017,1153
Bonaire Sint Eustatius and Saba,BES,1965,862,2933,1474,2047,1186
Bonaire Sint Eustatius and Saba,BES,1966,887,3008,1506,2087,1231
Bonaire Sint Eustatius and Saba,BES,1967,918,3091,1519,2148,1276
Bonaire Sint Eustatius and Saba,BES,1968,954,3178,1523,2233,1312
Bonaire Sint Eustatius and Saba,BES,1969,996,3263,1514,2338,1336
Bonaire Sint Eustatius and Saba,BES,1970,1044,3354,1501,2463,1341
Bonaire Sint Eustatius and Saba,BES,1971,1093,3436,1501,2598,1326
Bonaire Sint Eustatius and Saba,BES,1972,1147,3514,1538,2704,1275
Bonaire Sint Eustatius and Saba,BES,1973,1192,3594,1633,2725,1206
Bonaire Sint Eustatius and Saba,BES,1974,1224,3683,1760,2681,1157
Bonaire Sint Eustatius and Saba,BES,1975,1245,3782,1894,2609,1142
Bonaire Sint Eustatius and Saba,BES,1976,1261,3895,2015,2520,1154
Bonaire Sint Eustatius and Saba,BES,1977,1276,4026,2118,2430,1176
Bonaire Sint Eustatius and Saba,BES,1978,1287,4177,2186,2360,1199
Bonaire Sint Eustatius and Saba,BES,1979,1302,4340,2214,2322,1210
Bonaire Sint Eustatius and Saba,BES,1980,1324,4515,2204,2317,1208
Bonaire Sint Eustatius and Saba,BES,1981,1335,4678,2186,2320,1198
Bonaire Sint Eustatius and Saba,BES,1982,1317,4831,2174,2311,1189
Bonaire Sint Eustatius and Saba,BES,1983,1278,4984,2164,2289,1186
Bonaire Sint Eustatius and Saba,BES,1984,1247,5137,2150,2271,1191
Bonaire Sint Eustatius and Saba,BES,1985,1217,5300,2118,2260,1197
Bonaire Sint Eustatius and Saba,BES,1986,1188,5456,2069,2264,1203
Bonaire Sint Eustatius and Saba,BES,1987,1160,5636,2008,2276,1204
Bonaire Sint Eustatius and Saba,BES,1988,1133,5817,1940,2294,1205
Bonaire Sint Eustatius and Saba,BES,1989,1114,5989,1876,2318,1210
Bonaire Sint Eustatius and Saba,BES,1990,1100,6149,1815,2348,1218
Bonaire Sint Eustatius and Saba,BES,1991,1088,6297,1758,2384,1224
Bonaire Sint Eustatius and Saba,BES,1992,1075,6429,1740,2399,1223
Bonaire Sint Eustatius and Saba,BES,1993,1054,6563,1786,2364,1212
Bonaire Sint Eustatius and Saba,BES,1994,1028,6710,1843,2313,1203
Bonaire Sint Eustatius and Saba,BES,1995,1015,6859,1872,2285,1197
Bonaire Sint Eustatius and Saba,BES,1996,1007,7011,1871,2290,1192
Bonaire Sint Eustatius and Saba,BES,1997,1007,7169,1833,2318,1191
Bonaire Sint Eustatius and Saba,BES,1998,1022,7329,1768,2360,1190
Bonaire Sint Eustatius and Saba,BES,1999,1045,7487,1695,2413,1185
Bonaire Sint Eustatius and Saba,BES,2000,1071,7636,1627,2473,1177
Bonaire Sint Eustatius and Saba,BES,2001,1098,7843,1631,2529,1163
Bonaire Sint Eustatius and Saba,BES,2002,1137,8179,1766,2556,1144
Bonaire Sint Eustatius and Saba,BES,2003,1178,8586,1959,2558,1133
Bonaire Sint Eustatius and Saba,BES,2004,1239,9001,2148,2550,1138
Bonaire Sint Eustatius and Saba,BES,2005,1299,9445,2321,2535,1148
Bonaire Sint Eustatius and Saba,BES,2006,1368,9912,2459,2523,1166
Bonaire Sint Eustatius and Saba,BES,2007,1459,10403,2549,2519,1193
Bonaire Sint Eustatius and Saba,BES,2008,1564,10928,2588,2524,1220
Bonaire Sint Eustatius and Saba,BES,2009,1677,11483,2589,2548,1238
Bonaire Sint Eustatius and Saba,BES,2010,1805,12044,2564,2584,1248
Bonaire Sint Eustatius and Saba,BES,2011,1937,12514,2587,2605,1254
Bonaire Sint Eustatius and Saba,BES,2012,2065,12857,2672,2611,1264
Bonaire Sint Eustatius and Saba,BES,2013,2205,13153,2756,2628,1284
Bonaire Sint Eustatius and Saba,BES,2014,2362,13456,2808,2663,1310
Bonaire Sint Eustatius and Saba,BES,2015,2530,13795,2817,2716,1335
Bonaire Sint Eustatius and Saba,BES,2016,2703,14155,2791,2780,1364
Bonaire Sint Eustatius and Saba,BES,2017,2877,14538,2740,2844,1393
Bonaire Sint Eustatius and Saba,BES,2018,3053,14930,2678,2919,1415
Bonaire Sint Eustatius and Saba,BES,2019,3237,15312,2624,2998,1426
Bonaire Sint Eustatius and Saba,BES,2020,3426,15669,2591,3067,1425
Bonaire Sint Eustatius and Saba,BES,2021,3605,15964,2618,3110,1433
Bosnia and Herzegovina,BIH,1950,106289,953651,601354,648389,383231
Bosnia and Herzegovina,BIH,1951,104939,978980,615557,638131,400518
Bosnia and Herzegovina,BIH,1952,104772,1007010,628046,630791,416767
Bosnia and Herzegovina,BIH,1953,105623,1037624,637516,628663,432048
Bosnia and Herzegovina,BIH,1954,106797,1070388,641958,633474,446419
Bosnia and Herzegovina,BIH,1955,107976,1104804,641138,645576,458940
Bosnia and Herzegovina,BIH,1956,109058,1140494,635910,664354,468492
Bosnia and Herzegovina,BIH,1957,110026,1177040,626815,689696,474567
Bosnia and Herzegovina,BIH,1958,111400,1214106,615137,720324,477508
Bosnia and Herzegovina,BIH,1959,113891,1251393,602226,753579,478965
Bosnia and Herzegovina,BIH,1960,117740,1288468,590217,786198,479917
Bosnia and Herzegovina,BIH,1961,122849,1325652,580578,815310,480949
Bosnia and Herzegovina,BIH,1962,129214,1362686,574452,839464,481705
Bosnia and Herzegovina,BIH,1963,136535,1398129,573772,858971,481128
Bosnia and Herzegovina,BIH,1964,144236,1430241,579660,875758,478066
Bosnia and Herzegovina,BIH,1965,152044,1458335,592462,890046,472639
Bosnia and Herzegovina,BIH,1966,159846,1482425,612086,901516,464977
Bosnia and Herzegovina,BIH,1967,167462,1502709,638348,909391,455466
Bosnia and Herzegovina,BIH,1968,174987,1520384,669691,912928,445079
Bosnia and Herzegovina,BIH,1969,182779,1536974,703254,912606,434766
Bosnia and Herzegovina,BIH,1970,191014,1554436,735644,909514,424957
Bosnia and Herzegovina,BIH,1971,199828,1574455,764025,904387,416555
Bosnia and Herzegovina,BIH,1972,209267,1597879,787142,897329,410279
Bosnia and Herzegovina,BIH,1973,219068,1624977,805734,888183,405189
Bosnia and Herzegovina,BIH,1974,228867,1654970,822003,876804,400422
Bosnia and Herzegovina,BIH,1975,238304,1687899,836315,863823,395753
Bosnia and Herzegovina,BIH,1976,247126,1723747,848482,849990,390698
Bosnia and Herzegovina,BIH,1977,255194,1762749,857774,836093,384714
Bosnia and Herzegovina,BIH,1978,262092,1805527,863349,822239,378315
Bosnia and Herzegovina,BIH,1979,267264,1851744,865523,808662,372315
Bosnia and Herzegovina,BIH,1980,270777,1900095,865341,795905,367698
Bosnia and Herzegovina,BIH,1981,272662,1949452,863374,784542,365941
Bosnia and Herzegovina,BIH,1982,273043,1999361,859505,774406,367699
Bosnia and Herzegovina,BIH,1983,272845,2049633,853292,764794,371960
Bosnia and Herzegovina,BIH,1984,273292,2099479,844377,755504,376950
Bosnia and Herzegovina,BIH,1985,274931,2147147,833686,746961,380586
Bosnia and Herzegovina,BIH,1986,278495,2192072,821858,740164,380789
Bosnia and Herzegovina,BIH,1987,284767,2233514,809368,735470,377179
Bosnia and Herzegovina,BIH,1988,293495,2270328,796228,732371,370907
Bosnia and Herzegovina,BIH,1989,304325,2301802,782580,729718,362801
Bosnia and Herzegovina,BIH,1990,317544,2327795,769115,726059,353801
Bosnia and Herzegovina,BIH,1991,332803,2347209,755956,721041,345380
Bosnia and Herzegovina,BIH,1992,339910,2229003,677730,705566,323528
Bosnia and Herzegovina,BIH,1993,342125,2041976,580694,687172,291018
Bosnia and Herzegovina,BIH,1994,352349,1932339,539192,675633,262821
Bosnia and Herzegovina,BIH,1995,369975,1914909,553376,668814,243454
Bosnia and Herzegovina,BIH,1996,391774,1994431,620150,665303,236091
